device getrf n 24000, nb 4000, p-by-q 8-by-1, residual 1.72e-20, tol 2.22e-16, time 10.8497 sec, pass
device getrf n 24000, nb 4000, p-by-q 8-by-1, residual 1.16e-20, tol 2.22e-16, time 10.8025 sec, pass
device getrf n 24000, nb 4000, p-by-q 8-by-1, residual 1.83e-20, tol 2.22e-16, time 10.8317 sec, pass
device getrf n 24000, nb 4000, p-by-q 8-by-1, residual 2.24e-20, tol 2.22e-16, time 10.8200 sec, pass
device getrf n 24000, nb 4000, p-by-q 8-by-1, residual 2.83e-20, tol 2.22e-16, time 10.8295 sec, pass
device getrf n 24000, nb 4000, p-by-q 8-by-1, residual 3.56e-20, tol 2.22e-16, time 10.8670 sec, pass
device getrf n 24000, nb 4000, p-by-q 8-by-1, residual 4.18e-20, tol 2.22e-16, time 10.8595 sec, pass
device getrf n 24000, nb 4000, p-by-q 8-by-1, residual 4.65e-20, tol 2.22e-16, time 10.8218 sec, pass
device getrf n 24000, nb 4000, p-by-q 8-by-1, residual 5.28e-20, tol 2.22e-16, time 10.8186 sec, pass
device getrf n 24000, nb 4000, p-by-q 8-by-1, residual 5.49e-20, tol 2.22e-16, time 10.8508 sec, pass
device getrf n 24000, nb 4000, p-by-q 8-by-1, residual 5.69e-20, tol 2.22e-16, time 10.8435 sec, pass
