device getrf n 12000, nb 2000, p-by-q 2-by-1, residual 2.88e-20, tol 2.22e-16, time 2.2936 sec, pass
device getrf n 12000, nb 2000, p-by-q 2-by-1, residual 3.45e-20, tol 2.22e-16, time 2.1810 sec, pass
device getrf n 12000, nb 2000, p-by-q 2-by-1, residual 1.99e-20, tol 2.22e-16, time 2.1283 sec, pass
device getrf n 12000, nb 2000, p-by-q 2-by-1, residual 2.79e-20, tol 2.22e-16, time 2.1609 sec, pass
device getrf n 12000, nb 2000, p-by-q 2-by-1, residual 3.46e-20, tol 2.22e-16, time 2.1455 sec, pass
device getrf n 12000, nb 2000, p-by-q 2-by-1, residual 4.76e-20, tol 2.22e-16, time 2.1638 sec, pass
device getrf n 12000, nb 2000, p-by-q 2-by-1, residual 5.69e-20, tol 2.22e-16, time 2.1731 sec, pass
device getrf n 12000, nb 2000, p-by-q 2-by-1, residual 6.07e-20, tol 2.22e-16, time 2.1312 sec, pass
device getrf n 12000, nb 2000, p-by-q 2-by-1, residual 7.58e-20, tol 2.22e-16, time 2.1719 sec, pass
device getrf n 12000, nb 2000, p-by-q 2-by-1, residual 7.63e-20, tol 2.22e-16, time 2.1812 sec, pass
device getrf n 12000, nb 2000, p-by-q 2-by-1, residual 7.22e-20, tol 2.22e-16, time 2.1886 sec, pass
