device getrf n 12000, nb 2000, p-by-q 4-by-1, residual 1.66e-20, tol 2.22e-16, time 1.5286 sec, pass
device getrf n 12000, nb 2000, p-by-q 4-by-1, residual 2.03e-20, tol 2.22e-16, time 1.5068 sec, pass
device getrf n 12000, nb 2000, p-by-q 4-by-1, residual 2.92e-20, tol 2.22e-16, time 1.5083 sec, pass
device getrf n 12000, nb 2000, p-by-q 4-by-1, residual 3.53e-20, tol 2.22e-16, time 1.5081 sec, pass
device getrf n 12000, nb 2000, p-by-q 4-by-1, residual 4.29e-20, tol 2.22e-16, time 1.5112 sec, pass
device getrf n 12000, nb 2000, p-by-q 4-by-1, residual 5.15e-20, tol 2.22e-16, time 1.5088 sec, pass
device getrf n 12000, nb 2000, p-by-q 4-by-1, residual 6.26e-20, tol 2.22e-16, time 1.5061 sec, pass
device getrf n 12000, nb 2000, p-by-q 4-by-1, residual 7.28e-20, tol 2.22e-16, time 1.5130 sec, pass
device getrf n 12000, nb 2000, p-by-q 4-by-1, residual 7.11e-20, tol 2.22e-16, time 1.5057 sec, pass
device getrf n 12000, nb 2000, p-by-q 4-by-1, residual 7.44e-20, tol 2.22e-16, time 1.5089 sec, pass
device getrf n 12000, nb 2000, p-by-q 4-by-1, residual 7.64e-20, tol 2.22e-16, time 1.5111 sec, pass
